pubDate,title,description
2025-12-14 15:32:00,&quot;결과가 해롭다면 그것은 惡政&quot;…10·15 부동산 대책 정면 비판한 오세훈,"아주경제=김두일 선임기자 dikim@ajunews.com 오세훈 서울시장 정부의 10·15 부동산 대책을 둘러싼 부작용 논란이 확산되는 가운데, 오세훈 서울시장이 해당 대책이 실수요자의 주거 안정을 오히려 해치고 있다며 정부의 정책... "
2025-12-14 15:23:00,"서울시·SH, '청년 맞춤형 부동산 교육' 진행...150명 참석","서울시는 14일 서울주택도시공사(SH)와 함께 청년안심주택(예비) 임차인 및 서울시 청년을 대상으로 운영한 '찾아가는 청년 맞춤형 부동산 교육'을 진행했다고 밝혔다. 찾아가는 청년 맞춤형 부동산 교육은 대학생, 사회... "
2025-12-14 15:08:00,오세훈 &quot;내 집 마련 꿈 짓밟혀…규제 완화해야&quot;,"오세훈 서울시장이 정부의 10·15 부동산 정책을 비판하며 정비사업과 대출 규제 완화를 촉구했습니다. 오 시장은 오늘(14일) 페이스북에 올린 글에서 &quot;정부는 10·15 부동산 대책을 통해 주거 안정을 내세웠지만, 대출... "
2025-12-14 15:02:00,"&quot;O동 X호, 임대 세대입니다&quot;... 강남 3구 아파트 단톡방서 돌고 있는 '낙...","서울시가 2021년부터 분양·임대를 혼합 배치하는 소셜믹스 정책을 의무화했지만, 임대 세대를 향한 편견은 여전히 사라지지 않은 모습입니다.지난 13일 부동산 업계에 따르면 서울시는 2021년 이후 아파트 단지 내... "
2025-12-14 14:56:00,"‘토허제 혼란 주도’ 오세훈의 유체이탈…“정부 10·15 대책, 주거 불...",오세훈 서울시장이 ‘10.15 부동산 대책’ 이후 정부의 행보에 대해 “부작용을 바로 잡겠다는 의지를 찾아볼 수 없다”며 비판을 쏟아냈다. 오 시장은 14일 자신의 페이스북에 ‘결과가 해롭다면 그것은 곧 악정입니다’... 
2025-12-14 14:32:00,노도강·금관구 토허제 언제 풀리나,"서울시 부동산광장에 따르면 지난달 서울 아파트 매매량은 이날 기준 2774건으로, 전달 8493건 대비 67%가량 감소했다. 이는 올해 월간 기준으로 최저 거래량이다. 거래 침체는 서울 전역에서 나타났지만, 중저가 단지가... "
2025-12-14 14:28:00,매년 반복되는 지하철 파업 예고…뚜렷한 해법도 '난망',서울시는 지난 2023년 1250원인 지하철요금을 300원 올리겠다고 밝혔지만 물가 등 상황으로 150원씩 두 차례에... 공사 차원에서 자체적으로 재정건전성 확보를 위해 부동산 매각이나 역명병기 유상판매 사업 등에 나서고... 
2025-12-14 13:55:00,&quot;전세사기 물건 다 살게요&quot;...10·15 대책의 역설,"실제 부동산경매 전문 플랫폼 옥션원에 따르면 지난 12일 기준 서울시에 나온 빌라 경매 건수는 1800여건, 이 가운데 인수조건변경이 붙은 물건은 700여건이다. 전체의 3분의 1 이상이 관련 물건으로 구성된 것이다. 가장... "
2025-12-14 13:52:00,오세훈 “정부 10·15 부작용 바로 잡겠단 의지 안 보여…이번엔 달라야...,오세훈 서울시장이 다시 한 번 이재명정부의 10·15 부동산 대책을 비판했다. 오 시장은 “내 집 마련이라는 가장 평범하고도 절실한 꿈이 10·15 대책이라는 이름 아래 짓밝히고 있다”며 정부에 정비사업 및 대출 규제... 
2025-12-14 13:49:00,오세훈 &quot;국토장관 '10·15 부작용' 바로잡겠단 의지 없어 보여&quot;,오세훈 서울시장은 14일 &quot;결과가 해롭다면 그것은 곧 악정(惡政)&quot;이라며 &quot;정부는 10·15 부동산 대책의 부작용을 더 이상 외면해서는 안 된다&quot;고 말했다. 오 시장은 이날 페이스북에 올린 글에서 &quot;주거 안정을 내세웠지만... 
2025-12-14 13:25:00,"&quot;실수요자 숨통부터 조여&quot;…오세훈, 대출·정비사업 규제 직격",서울시장은 내 집 마련이라는 가장 평범하고도 절실한 꿈이 10·15 대책이라는 이름 아래 짓밟히고 있다며 정부에 정비사업과 대출 규제 완화를 촉구했습니다. 오 시장은 페이스북에 올린 글에서 정부는 10·15 부동산 대책의... 
2025-12-14 12:40:00,오세훈 “국토부 장관 만났지만…10·15 부작용 바로잡겠단 의지 안 보여...,"오세훈 서울시장이 14일 “최근 국토부 장관을 만나 현실을 분명히 전달했지만, 10·15 대책의 부작용을... 10·15 부동산 대책의 부작용을 더 이상 외면해서는 안 된다”며 이같이 말했다. 오 시장은 “10·15 대책은 주거... "
2025-12-14 12:40:00,오세훈 &quot;10·15 부동산대책에 내집 마련 꿈 짓밟혀…부작용 외면해선 안...,오세훈 서울시장은 정부의 10·15 부동산 대책에 대해 &quot;부작용을 더이상 외면하면 안 된다&quot;고 지적했다. 오 시장은 14일 페이스북 통해 &quot;주거 안정을 내세웠지만 현실은 정반대다. 집을 마련하려는 실수요자의 숨통부터... 
2025-12-14 12:28:00,"오세훈 &quot;내 집 마련 꿈, 10·15 대책에 짓밟혀...정부 외면 말라&quot;",2025.12.4 [사진＝연합뉴스] 오세훈 서울시장은 14일 &quot;정부는 10·15 부동산 대책의 부작용을 더 이상 외면해서는 안 된다&quot;고 밝혔다. 오세훈 시장은 이날 페이스북에 올린 글을 통해 &quot;주거 안정을 내세웠지만 현실은... 
2025-12-14 12:16:00,오세훈 &quot;'내 집 마련 꿈' 10·15 대책에 짓밟혀…부작용 외면 안 돼&quot;,서울시장이 14일 &quot;'내 집 마련'이라는 가장 평범하고도 절실한 꿈이 10·15 대책이라는 이름 아래 짓밟히고 있다&quot;며 정부에 정비사업 및 대출 규제 완화를 촉구했다. 오 시장은 이날 페이스북을 통해 &quot;정부는 10.15 부동산... 
2025-12-14 12:09:00,오세훈 “10·15 부작용 바로잡겠다는 의지 안 보여···규제 완화해야...,오세훈 서울시장은 14일 “내 집 마련이라는 가장 평범하고도 절실한 꿈이 10·15 대책이라는 이름 아래... 오 시장은 이날 페이스북에 올린 글에서 “정부는 10·15 부동산 대책의 부작용을 더는 외면해서는 안 된다”며... 
2025-12-14 12:01:00,[12월 3주 분양동향] '역삼센트럴자이' 등 2594가구 분양,"12일 부동산R114에 따르면 서울시 강남구 역삼동 '역삼센트럴자이', 경기도 용인시 처인구 양지면 '용인푸르지오원클러스터파크', 인천시 연수구 송도동 '송도한내들센트럴리버(RC3)' 등 7곳에서 청약을 진행한다.... "
2025-12-14 12:00:00,[기획] '나혼산'은 예능일 뿐… 현실은 &quot;집값 내면 지갑 텅&quot;,"통계청과 한국부동산원 자료를 살펴보면, 1인 가구 중 월세 비중은 42.3%로 전체 가구의 약 2배 수준을... 서울시 주택담당 공무원은 &quot;신혼부부와 다둥이 가정에겐 다양한 주택 대출 금리 혜택이 주어지고, 가족들이 함께... "
2025-12-14 11:58:00,"오세훈 &quot;10·15 부동산 대책, 실수요자 숨통 죄는 악정&quot;",오세훈 서울시장 오세훈 서울시장은 정부의 10·15 부동산 대책과 관련해 &quot;선의로 시작했더라도 결과가 해롭다면 그것은 악정(惡政)&quot;이라며 정책 전환을 강하게 촉구했다. 오 시장은 14일 자신의 페이스북을 통해 &quot;정부는 10... 
2025-12-14 11:44:00,[주간분양] 이번 주 '용인 푸르지오 원클러스터파크' 등 10곳 청약,"14일 한국부동산원에 따르면 15일부터 19일까지 전국에서 분양 아파트와 오피스텔, 도시형생활주택 등... 인천시 연수구와 서울시 강남구에서는 각각 '송도 한내들 센트럴리버' 84㎡ 501가구와 '역삼센트럴자이' 59... "
2025-12-14 11:34:00,"&quot;결과가 해롭다면 악정(惡政)&quot;…오세훈 시장, 10.15 대책 직격","오세훈 서울시장, “10·15대책이 주거불안 더 부추겨” 페이스북 통해 비판…대출·정비사업 규제 즉각 풀어야 오세훈 서울시장이 정부의 10·15 부동산 대책을 두고 “결과가 해롭다면 악정(惡政)”이라며 공개적으로 강도... "
2025-12-14 11:20:00,"오세훈 “10·15 대책, 내집 마련 짓밟아…결과 해롭다면 악정”",뉴시스 오세훈 서울시장은 정부의 ‘10·15 부동산 대책’과 관련해 “주거 안정을 내세웠지만 현실에서는 실수요자의 숨통을 조이고 주거 불안을 키우는 결과를 낳고 있다”며 정책 전환을 촉구했다. 오 시장은 14일... 
2025-12-14 11:16:00,"서울시-SH, '청년 맞춤형 부동산 교육' 마무리…내년엔 확대 추진",서울시는 서울주택도시공사(SH)와 함께 청년안심주택(예비) 임차인 및 서울시 청년을 대상으로 운영한 '찾아가는 청년 맞춤형 부동산 교육'이 지난 9일 올해 마지막 일정으로 마무리됐다고 밝혔다. 이번 교육은... 
2025-12-14 11:15:00,"서울시, 전·월세 피해 막는다…청년 맞춤형 부동산 교육 완료","서울시는 서울주택도시공사(SH)와 함께 청년안심주택(예비) 임차인과 서울시 청년을 대상으로 한 '찾아가는 청년 맞춤형 부동산 교육'을 총 4회에 걸쳐 진행하고, 모든 교육을 성공적으로 마무리했다고 14일 밝혔다. 해당... "
2025-12-14 11:15:00,"서울시, 관광숙박시설 용적률 최대 1.3배 완화…&quot;관광 경쟁력 강화&quot;[부동...",서울시가 관광숙박시설 공급 확대를 위해 용적률을 최대 1.3배 완화하기로 결정했다. 시는 제6차 도시... 조남준 서울시 도시공간본부장은 &quot;이번 정책의 시행은 숙박시설 공급의 속도를 높이는 동시에 질 좋은 숙박시설... 
2025-12-14 11:04:00,오세훈 “국토부 장관 만났지만…10·15 대책 바로잡겠다 의지 없어”,"오세훈 서울시장은 14일 “정부는 10.15 부동산 대책의 부작용을 더 이상 외면해서는 안 된다”며 정비사업 규제 완화, 대출 정책 전환이 필요하다고 주장했다. 오 시장은 이날 페이스북에 “이 두 가지 없이는 공급 확대도... "
2025-12-14 10:53:00,오세훈 “10·15 대책에 ‘내 집 마련’ 꿈 짓밟혀”,“국토부 장관에게 문제점 전달” 선의로 시작한 정책도 결과 해롭다면 악정(惡政) 오세훈 서울시장이 지난... 오 시장은 이날 페이스북에 올린 글에서 “정부는 10·15 부동산 대책의 부작용을 더 이상 외면해서는 안... 
2025-12-14 10:45:00,"오세훈 “10·15 대책, 주거 불안만 높여…규제해제 건의했지만 답없어...",오세훈 서울시장이 “10·15 부동산 대책이 오히려 전반적으로 서민들의 주거 불안을 부추기고 있다”며 “지금이라도 현실을 직시하고 당장 손 댈 수 있는 것부터 바꿔달라”고 목소리를 높였다. 오세훈 서울시장이 서울... 
2025-12-14 10:44:00,"&quot;전세도 매매도 막혔다&quot; 오세훈, 부동산 규제 전면 수정 촉구",오세훈 서울시장은 14일 정부의 '10·15 부동산 대책'과 관련해 &quot;선의로 시작한 정책일지라도 그 결과가 해롭다면 이는 곧 악정(惡政)&quot;이라며 강하게 비판했다. 오 시장은 이날 자신의 페이스북에 올린 글에서 &quot;주거 안정을... 
2025-12-14 10:35:00,오세훈 &quot;10·15 대책에 '내 집 마련' 꿈 짓밟혀…부작용 바로잡아야&quot;,오세훈 서울시장은 14일 &quot;정부는 10·15 부동산 대책의 부작용을 더 이상 외면해서는 안 된다&quot;고 밝혔다. 오 시장은 이날 페이스북을 통해 &quot;주거 안정을 내세웠지만 현실은 정반대다. 집을 마련하려는 실수요자의 숨통부터... 
2025-12-14 10:23:00,오세훈 &quot;토허제 해제 등 규제완화 국토장관에 건의했지만 묵묵부답&quot;,오세훈 서울시장이 &quot;10·15 부동산 대책이 주거 불안을 부추기고 있다&quot;며 &quot;지금이라도 현실을 직시하고 당장 손 댈 수 있는 것부터 바꿔달라&quot;고 요청했다. 오 시장은 14일 자신의 SNS에 올린 글에서 &quot;결과가 해롭다면 그것은... 
2025-12-14 09:36:00,"'민생' 내세운 소비쿠폰, 결과는 복지 축소?...서울·경기, 재원 마련 후...","서울시는 &quot;집행률과 실제 수요를 반영한 조정&quot;이라는 입장으로 알려졌지만, 토허제 시행에 따른 부동산 거래 감소와 소비쿠폰 사업에 따른 지방비 부담이 예산 편성에 영향을 미쳤다는 점은 부인하지 않고 있다. 앞서... "
2025-12-14 09:00:00,집계 기준 바꾸니 공급 없이도 늘어난 '307만가구',신용평가기관과 부동산 프롭테크 기업 등과 협력해 제작 중으로 내년 1월 말부터 앱의 시운전이 가능할... 서울시는 지난 10일 열린 제18차 도시계획위원회에서 개포(구룡마을) 도시개발사업 개발계획 변경 및... 
2025-12-14 08:16:00,[분양캘린더] 12월 셋째주 '역삼센트럴자이' 등 2594가구,"/부동산R114 14일 부동산R114에 따르면 12월 셋째 주에는 전국 7개 단지 총 2594가구가 분양을 시작한다. 일반분양 물량은 1972가구다. 서울시 강남구 역삼동 '역삼센트럴자이', 경기도 용인시 처인구 양지면... "
2025-12-14 08:00:00,"[서울 구석구석] ⑧ 노원구, '주거 영웅'에서 '재건축 잠룡'으로…늙어...","탄탄해, 부동산 하락기에도 전세가 방어율이 높은 지역으로 통한다. ◆ 늙어가는 도시, 주차 전쟁과 녹물... 노원구 상계동 주공아파트 단지 전경. [사진=연합뉴스] 광운대역 물류부지 개발 사업 조감도. [사진=서울시]"
2025-12-14 06:01:00,&quot;주말 아침 러닝족 위해 일부 도로 막는다?&quot;…‘카프리모닝’ 추진에 시...,"반 정도만 열어 대중교통 차단 영향을 최소화하겠다”고 밝혔다. 한편 오 시장은 이날 서울시 부동산 공급 문제도 함께 언급하며 국토교통부와 재개발·재건축 규제 완화, 공급 확대 방안 등을 논의 중이라고 말했다."
2025-12-13 21:31:00,&quot;○동 ○호는 임대라네요&quot;…강남 아파트 단톡방서 공유된 '배치표'의 민...,13일 부동산 업계에 따르면 서울시는 2021년부터 단지 안에 임대주택을 골고루 섞어 배치하도록 규정하고 있다. 과거처럼 임대동을 따로 두거나 커뮤니티 시설 이용을 제한하는 방식이 차별을 조장한다는 지적이 이어지자... 
2025-12-13 17:57:00,다음 주 강남권 '10억 로또' 단지 포함…수도권·울산 7개 단지 분양,"13일 부동산R114에 따르면 12월 셋째 주에는 전국 7개 단지 총 2594가구(일반분양 1972가구)가 공급된다. 서울시 강남구 역삼동 '역삼센트럴자이', 경기도 용인시 처인구 양지면 '용인푸르지오원클러스터파크', 인천시... "
2025-12-13 15:00:00,&quot;전 재산 2억 몰빵해도&quot; 포기했다...내집 꿈 무너진 ‘그들’[부동산 아...,실제로 KB부동산 통계에 따르면 올해 서울 아파트 월세가격은 10년 만에 최대 상승폭을 기록하고 있다. 올... 면적당 아파트 가격을 기준으로 서울시 각 구 대비 강남구의 가격 비율이 서초구·송파구를 제외한... 
2025-12-13 10:49:00,연말 막바지 분양 속도 '후끈'...다음주 10억 로또 단지 등 7개 단지 청...,"13일 부동산R114에 따르면 12월 셋째 주에는 전국 7개 단지 총 2594가구(일반분양 1972가구)가 공급된다. 서울시 강남구 역삼동 '역삼센트럴자이', 경기도 용인시 처인구 양지면 '용인푸르지오원클러스터파크', 인천시... "
2025-12-13 09:21:00,다음 주 전국 7개 단지서 2594가구 분양[부동산AtoZ],13일 부동산R114에 따르면 12월 셋째 주에는 전국 7개 단지에서 2594가구(일반분양 1972가구)의 아파트가 분양을 진행한다. 이는 전주와 비교할 때 7408가구 줄어든 수치다. 서울시 강남구 역삼동 '역삼센트럴자이... 
2025-12-13 09:02:00,"[우주성의 RE:스페이스] 여의도 재건축, '초고층 스카이라인' 청사진 가...","일대 부동산 시장 역시 여의도의 천지개벽에 주목하는 중이다. 12일 정비업계에 따르면 여의도 광장아파트가 신속통합기획을 통해 최고 49층, 1314가구 규모의 대단지로 변모한다. 앞서 서울시는 지난 8일 제13차... "
2025-12-13 08:02:00,[2025건설진단②] &quot;1군 아니면 안 산다&quot;… '하이엔드 쏠림',대형사들은 서울시의 정책 기조에 맞춰 '공사 전 과정 동영상 기록'을 적극 수용하고 이를 조합원들에게 안전 시공의 근거로 제시하며 신뢰 회복에 안간힘을 쓰는 분위기다. 함영진 우리은행 부동산리서치랩장은... 
2025-12-13 08:00:00,다음 주 수도권·울산 7개 단지 분양…강남권 '10억 로또' 단지 포함,"13일 부동산R114에 따르면 12월 셋째 주에는 전국 7개 단지 총 2594가구(일반분양 1972가구)가 공급된다. 서울시 강남구 역삼동 '역삼센트럴자이', 경기도 용인시 처인구 양지면 '용인푸르지오원클러스터파크', 인천시... "
2025-12-13 07:01:00,"LH, 조직분리 재추진…李 &quot;재무 부담 해결해야 주택공급 빨라져&quot;",국토부가 추가 공급 대책을 준비하고 있음에도 업무보고에서 관련 내용이 누락된 것은 서울시와 협의를... 익명을 요구한 한 부동산 전문가는 “임대주택은 주거 안정은 될 수 있지만 시장 안정까지는 이루지 못한다”... 
2025-12-13 00:10:00,"김길영 서울시의원, &quot;AI 기반 도시계획, 서울 미래경쟁력 핵심&quot;","이날 행사에는 한국도시부동산학회 남진 회장, 서울시 김성보 행정2부시장, 덴마크 아럽 피터 반스보 디렉터, 국토연구원 이세원 부연구위원, 서울대 권영상 교수 등 국내외 전문가들이 함께했다. 기조연설과 주제발표를... "
2025-12-12 22:44:00,구로구 '2025년 토지‧지적 관리 업무평가’에서 부동산평가 분야 최우...,이번 평가는 서울시 25개 자치구를 대상으로 5개 분야(△토지정책 △부동산평가 △부동산관리 △부동산정보 △공간측량)에 대한 업무 추진 실적을 종합적으로 평가해 분야별 우수기관을 선정했다. 구는 올해 6월 주민이... 
2025-12-12 20:08:00,"&quot;LH, 구조적 한계에 갇혀&quot;… 李대통령, 개발·임대 기능 분리 주문","신규 도심 공급 대책은 서울시와 협의를 마무리하지 못해 보고에서 빠졌다. 용산 정비창 등 주요 국공유지... 한 부동산 전문가는 &quot;임대주택 공급은 서민 주거 안정에는 효과가 있지만, 시장 전체의 가격 안정까지... "
2025-12-12 19:59:00,한호건설 &quot;20년 세운지구 사업 후회한다&quot;,이날 나온 보도는 &quot;2020년까지 세운재정비촉진지구 재개발 사업을 총괄하던 서울시 1급 공무원이 퇴직한 뒤 MK도시연구소를 설립하고 한호건설그룹과 '부동산 개발 및 문화재 자문' 계약을 맺어 수억원대 용역을... 
2025-12-12 19:28:00,"'활동 중단' 박나래 논란, 예능계·의료계 초토화 [Oh!쎈 이슈]",서울서부지법에 부동산 가압류 신청을 제기하며 1억 원 상당의 손해배상청구 소송을 예고했다. 전 매니저들의... 특히 황규석 서울시의사회장은 “전문의약품이 무자격자에게 흘러들어갔다. 대한민국 의료 시스템이 말로만... 
2025-12-12 18:54:00,"서울시의회 김길영 시의원, “AI 기반 도시계획, 서울 미래경쟁력 강화...","이날 행사에는 한국도시부동산학회 남진 회장, 서울시 김성보 행정2부시장, 아럽 덴마크 피터 반스보 디렉터, 국토연구원 이세원 부연구위원, 서울대학교 권영상 교수 등 국내외 관련 전문가가 함께 참석했다.... "
2025-12-12 18:41:00,세계적 도시들이 강을 시민에게 돌려주자 벌어진 일,"오세훈 서울시장이 한강을 막개발 중이다. 이대로 둬도 되는 것일까? 서울시의 랜드마크이자, 서울 면적의 6.7... 조망권과 부동산 이익이 집중되는 '공간 불평등'의 상징이 되었다. 한강은 우리 삶의 배경이었지만 우리의... "
2025-12-12 18:30:00,"역삼센트럴자이, 분양가 보고도 강남 부자들이 달려온다 [분양현장 여기...",강남 부동산 시장의 관심이 집중됐다. 현장에서 만난 분양 관계자는 청약 결과에 대해 자신했다. 서울시 강남구 역삼동(758·은하수·760)주택재건축정비사업을 통해 들어서는 ‘역삼센트럴자이’는 지하 3층~지상... 
2025-12-12 18:30:00,[집중진단] 토허제 딜레마…풀어도 묶어도 문제일까?,"■ 경제현장 오늘 '집중진단' - 윤수민 NH농협은행 부동산 전문위원, 김인만 김인만부동산경제연구소 소장... 서울시는 토허제를 풀어야 한다고 주장하는데 국토부가 동의할까요? Q. 이재명 대통령은 &quot;서울 수도권 집값... "
2025-12-12 18:15:00,돈 받고 싶으면 방 빼라?…청년 울리는 서울시의 기막힌 구제책,[김효선 / NH농협은행 부동산수석위원 : 거주권을 포기해야지만 보증금을 보호받는 구조가 됐기 때문에 강제 퇴거에 가까운 구조라서 공공이 설계한 제도 취지와는 좀 맞지 않는 부분인 것 같아요.] 서울시는 &quot;경매에서... 
2025-12-12 18:12:00,"서울 주택공급 빨간불…서리풀은 주민반발, 용산에선 신경전",부동산 시장이 안정화되는 데 도움이 되지 않는 상황이 될 수 있기 때문에…] 서울 시내 주택공급에 정부가 고삐를 죄고 있지만 정작 사업지 곳곳에서 파열음이 나와 제때 실현될지는 미지수입니다. SBS Biz 류정현입니다.
2025-12-12 18:02:00,한호건설 “시장 바뀔 때마다 사업계획 변경… 서울시 정책 희생양”,"정책의 수혜자는커녕, 서울시장이 바뀔 때마다 정책백지화로준비했던 사업계획을무려 3차례나 변경했기... 4개 회사 보유 부동산 감정평가 700억원(시가 1000억원)도 공매 처분됐다. 이후 박 시장이 을지면옥 보존을... "
2025-12-12 17:55:00,한호건설 “세운지구 로비 의혹 보도는 명백한 허위”,"전직 서울시 고위 공무원이 운영하는 용역사에 수억 원을 내고 자문을 받았다는 의혹에 대해 “명백한... 당시 한호건설 관계사 4곳이 파산에 처했고, 이들 회사가 보유한 부동산 감정평가 700억원이 공매 처분됐다.... "
2025-12-12 17:25:00,李대통령 &quot;재무부담 덜어야 주택 공급 빨라져&quot;…LH 임대부문 분사 주문,국토부가 추가 공급 대책을 준비하고 있음에도 업무보고에서 관련 내용이 누락된 것은 서울시와 협의를... 익명을 요구한 한 부동산 전문가는 “임대주택은 주거 안정은 될 수 있지만 시장 안정까지는 이루지 못한다”... 
2025-12-12 17:22:00,[필동정담] 강북의 눈물,세운지구가 현재 서울시 계획대로 개발되면 광화문·종각·을지로로 이어지는 도심업무지구(CBD)는 동쪽으로... 이재명 정부는 고공 행진하는 서울 집값을 잡겠다면서 취임 후 6개월 동안 3번의 부동산 대책을 내놨다. 다음... 
